number,state,created,closed,component,type,root_cause,severity,affected_release,resolution,confidence,note
1016,CLOSED,2026-05-04,2026-05-08,proxy-remote,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"downloading already-cached APT package from S3/FS remote repo fails with 500 / os error 2"
1018,CLOSED,2026-05-04,2026-05-04,proxy-remote,defect,inv-streaming,degraded,no,fixed,high,"proxy_fetch_or_redirect downloads full artifact into memory before creating pre-signed URL instead of metadata-only"
1019,CLOSED,2026-05-04,2026-05-12,sbom-scanning,defect,data-integrity,degraded,yes,fixed,high,"convert_to_reused doesn't propagate scanner_version from source; reused rows have NULL version"
1020,OPEN,2026-05-04,"",format-pypi,enhancement,n/a,none,no,open-active,high,"Feature: support presigned-URL redirects for PyPI artifacts to reduce server memory pressure"
1021,CLOSED,2026-05-04,2026-05-12,format-oci-docker,defect,config-error,degraded,yes,fixed,high,"Docker WWW-Authenticate realm may use internal hostname; client outside cluster can't reach token URL"
1022,CLOSED,2026-05-04,2026-05-09,auth-rbac-sso,release-task,n/a,none,no,fixed,high,"Forward-port #1010 self-password fix to main; non-trivial cherry-pick due to diverged router"
1023,CLOSED,2026-05-04,2026-05-09,auth-rbac-sso,question,n/a,none,no,fixed,med,"Verify API-token cache invalidation on password change; investigate intentional vs bug"
1026,CLOSED,2026-05-04,2026-05-12,rate-limiting,security-hardening,n/a,none,no,fixed,high,"Stricter rate limit on self-password-change endpoint to block current-password guessing"
1027,CLOSED,2026-05-04,2026-05-09,auth-rbac-sso,question,n/a,none,no,fixed,med,"Investigate whether API-token cache must be invalidated on password change (dup of #1023)"
1029,CLOSED,2026-05-04,2026-05-09,sbom-scanning,release-task,n/a,none,no,fixed,high,"Forward-port #962 dashboard count fix to main; must re-author due to diverged schema"
1030,CLOSED,2026-05-04,2026-05-12,database-migrations,enhancement,n/a,none,no,fixed,high,"Add partial index for scan_results latest-scan DISTINCT ON query to avoid latency regression"
1031,CLOSED,2026-05-04,2026-05-12,ci-cd-release,test,n/a,none,no,fixed,high,"Standardize CI integration-test convention: drop #[ignore] or pass --ignored consistently"
1032,CLOSED,2026-05-04,2026-05-09,auth-rbac-sso,defect,auth-logic,security,yes,fixed,high,"acknowledge_finding has no per-repo ownership check; any user can hide CVEs from dashboard"
1034,CLOSED,2026-05-04,2026-05-09,auth-rbac-sso,defect,auth-logic,security,yes,fixed,high,"GET /dashboard has no role gate; any authed user sees global CVE counts across all repos"
1035,CLOSED,2026-05-04,2026-05-09,sbom-scanning,defect,concurrency-race,wrong-result,yes,fixed,high,"copy_scan_results does two sequential INSERTs without tx; concurrent dashboard sees zero findings"
1037,CLOSED,2026-05-04,2026-05-09,sbom-scanning,release-task,n/a,none,no,fixed,high,"Forward-port #978 dtrack-init key extraction fix to main"
1038,CLOSED,2026-05-04,2026-05-09,sbom-scanning,security-hardening,n/a,none,no,fixed,high,"Tighten dtrack-init API key file permissions from 644 to 600"
1039,CLOSED,2026-05-04,2026-05-12,sbom-scanning,docs,n/a,none,yes,fixed,high,"Release-notes task warning operators about Automation team key rotation/orphaned keys in dtrack-init"
1040,CLOSED,2026-05-04,2026-05-12,ci-cd-release,test,n/a,none,no,fixed,high,"Wire docker/test-init-dtrack.sh regression test into CI"
1041,CLOSED,2026-05-04,2026-05-12,sbom-scanning,test,n/a,none,no,fixed,high,"Pin dtrack-init mock status codes to DT 4.x values and assert POST count for warm-start"
1044,CLOSED,2026-05-04,2026-05-09,format-conan,security-hardening,validation-input,none,no,fixed,high,"Add cumulative storage-key length check for S3-backed Conan uploads (per-segment guard insufficient)"
1045,CLOSED,2026-05-04,2026-05-12,ci-cd-release,test,n/a,none,no,fixed,high,"Un-ignore or split-mark conan_error_paths_tests so CI executes them"
1046,CLOSED,2026-05-04,2026-05-12,format-conan,test,n/a,none,no,fixed,high,"Add full-stack integration test exercising repo_visibility_middleware plus Conan handlers"
1047,CLOSED,2026-05-04,2026-05-12,api-routing,chore,n/a,none,no,fixed,high,"Audit other format handlers for #990's three error-path patterns (unknown-repo 500, ping, long path)"
1051,CLOSED,2026-05-04,2026-05-12,proxy-remote,security-hardening,n/a,none,no,fixed,med,"Add ETag-based integrity revalidation on proxy fast-path to harden against cache poisoning"
1052,CLOSED,2026-05-04,2026-05-09,proxy-remote,security-hardening,path-normalization,none,no,fixed,high,"Defense-in-depth: reject .. and NUL in proxy cache_storage_key construction (not a regression)"
1053,CLOSED,2026-05-04,2026-05-09,rate-limiting,security-hardening,n/a,none,no,fixed,high,"Add per-IP rate limit on presigned-URL minting to mitigate DoS amplification"
1054,CLOSED,2026-05-04,2026-05-09,proxy-remote,test,n/a,none,no,fixed,med,"Add assertion/test that ProxyService.storage and storage_for_repo coincide for default location"
1058,CLOSED,2026-05-04,2026-05-09,sbom-scanning,defect,concurrency-race,wrong-result,unknown,fixed,high,"TOCTOU: get_scan runs outside tx in copy_scan_results, can produce findings_count>0 with 0 findings"
1059,CLOSED,2026-05-04,2026-05-09,sbom-scanning,defect,concurrency-race,wrong-result,unknown,fixed,high,"recalculate_score does 3 sequential awaits without tx; concurrent reader sees inconsistent state"
1061,CLOSED,2026-05-04,2026-05-13,database-migrations,enhancement,n/a,none,no,fixed,high,"Add partial index on scan_results(started_at) WHERE status=running to speed janitor sweep"
1062,CLOSED,2026-05-04,2026-05-13,sbom-scanning,docs,n/a,none,yes,fixed,high,"Release-notes task to warn operators about one-time stuck-scan reap burst after janitor upgrade"
1063,CLOSED,2026-05-04,2026-05-13,sbom-scanning,security-hardening,n/a,none,no,fixed,high,"Emit audit event when stuck-scan janitor reaps running->failed scans for security incident visibility"
1065,CLOSED,2026-05-05,2026-05-13,proxy-remote,defect,config-error,degraded,yes,fixed,high,"Forward-port #1016 fix to main: ProxyService synthesizes wrong storage backend, cache writes land on wrong backend"
1066,CLOSED,2026-05-05,2026-05-08,format-oci-docker,refactor,n/a,none,no,fixed,high,"Refactor: extract TagsFetchCtx struct from 8-arg OCI proxy helper functions to remove clippy allow"
1067,CLOSED,2026-05-05,2026-05-13,proxy-remote,test,n/a,none,no,fixed,high,"Add staging smoke test for #1016 using real S3 + Debian APT proxy to verify cache hot path"
1069,CLOSED,2026-05-05,2026-05-09,virtual-repo,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"Virtual repo bypasses __cache_meta__.json TTL for Remote members, serving stale cached bytes without revalidation"
1073,CLOSED,2026-05-05,2026-05-12,sbom-scanning,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"Docker proxy-cache scan fails reading __content__ file not found though file exists; scanner storage path mismatch"
1077,CLOSED,2026-05-06,2026-05-09,format-helm,defect,path-normalization,wrong-result,yes,fixed,high,"Helm remote proxy assumes fixed charts/{name}-{version}.tgz path, ignores index.yaml urls field; 404 on many repos"
1080,OPEN,2026-05-07,"",auth-rbac-sso,feature,n/a,none,no,open-active,high,"Feature: keyless GitHub Actions OIDC workload identity token exchange for CI auth"
1087,CLOSED,2026-05-07,2026-05-13,rate-limiting,chore,n/a,none,no,fixed,high,"Backport RATE_LIMIT_EXEMPT_USERNAMES (#697) to release/1.1.x to avoid false-positive 401/429 for admin"
1088,CLOSED,2026-05-07,2026-05-12,api-routing,defect,performance-scaling,degraded,yes,fixed,med,"High error rate on POST /api/v1/repositories under sustained load; suspected DB write contention not bcrypt"
1089,CLOSED,2026-05-07,2026-05-11,proxy-remote,defect,config-error,degraded,yes,fixed,med,"Re-author proxy per-repo storage routing fix for #1016 (S3 cached package download bug) narrowly on main"
1090,CLOSED,2026-05-07,2026-05-08,ci-cd-release,infra,n/a,none,no,fixed,high,"Add CI gate requiring PRs against release/* branches to have main-merged ancestor commits"
1091,CLOSED,2026-05-07,2026-05-12,auth-rbac-sso,security-hardening,n/a,none,no,fixed,high,"Feature: support S256 OIDC PKCE in addition to plain PKCE"
1092,CLOSED,2026-05-07,2026-05-12,format-maven,defect,design-gap-other,wrong-result,yes,fixed,high,"Local Maven secondary files (POM/sources) grouped into one row, hidden from local APIs but visible via remote proxy"
1094,CLOSED,2026-05-08,2026-05-12,auth-rbac-sso,enhancement,n/a,none,no,fixed,high,"Feature: map OIDC groups directly to AK groups instead of hardcoded role mappings"
1096,CLOSED,2026-05-08,2026-05-12,format-composer,defect,format-compat,wrong-result,yes,fixed,high,"Composer remote repo returns 404 for packages; backend never queries upstream packagist URL"
1097,OPEN,2026-05-08,"",config-deploy,dependency,n/a,none,no,open-active,high,"Automated tracking issue monitoring digest 0.11 ecosystem readiness for held dependabot PRs"
1098,OPEN,2026-05-08,"",config-deploy,dependency,n/a,none,no,open-active,high,"Coordinate sha2/hmac/md-5 digest 0.10->0.11 dependency bump now that upstream blockers cleared"
1100,CLOSED,2026-05-08,2026-05-22,format-swift-other,defect,validation-input,wrong-result,yes,fixed,high,"Swift manifest endpoint 404 for zip-published packages; manifest only stored from custom header, not extracted from archive"
1101,OPEN,2026-05-08,"",auth-rbac-sso,feature,n/a,none,no,open-active,high,"Feature request: project-level repository grouping/namespacing for multi-tenancy with project-scoped RBAC"
1127,CLOSED,2026-05-09,2026-05-09,sbom-scanning,defect,db-schema-query,wrong-result,yes,fixed,high,"recalculate_score on main inflates finding counts by summing all scans instead of latest per artifact_id/scan_type"
1128,CLOSED,2026-05-09,2026-05-12,ci-cd-release,automated-report,n/a,none,no,fixed,high,"Bot-filed nightly E2E test failure report"
1129,CLOSED,2026-05-09,2026-05-13,database-migrations,defect,db-schema-query,outage-oom,yes,fixed,high,"SQL migration VersionMismatch(73) on upgrade causes startup failure; migration checksum/version conflict"
1130,CLOSED,2026-05-09,2026-05-12,format-pypi,defect,path-normalization,wrong-result,yes,fixed,high,"PyPI remote with /simple URL doubles path to upstream (pypi.org/simple/simple/...), causing 404 on all packages"
1132,CLOSED,2026-05-09,2026-05-09,format-oci-docker,question,n/a,none,no,not-a-bug,high,"User pulled non-existent ghcr image tag (home-assistant:latest); upstream 404, not an AK bug"
1133,CLOSED,2026-05-09,2026-05-09,format-oci-docker,defect,path-normalization,wrong-result,yes,fixed,high,"OCI v2 read returns NAME/MANIFEST_UNKNOWN for just-pushed local images; admin API lists them; also masks Trivy scans"
1139,CLOSED,2026-05-09,2026-05-12,proxy-remote,enhancement,n/a,none,no,fixed,high,"Upstream 404 logs misleading 'Proxy fetch failed' WARN; reword/lower level to distinguish upstream-404 from proxy fault"
1143,CLOSED,2026-05-10,2026-05-12,format-cargo,defect,design-gap-other,wrong-result,yes,fixed,high,"Cargo virtual repo returns first-match member only, dropping versions from other members instead of aggregating union"
1147,CLOSED,2026-05-10,2026-05-12,format-debian-rpm,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"APT remote proxy serves stale Packages after Release changes (hash mismatch); virtual APT repos can't resolve dists metadata"
1151,CLOSED,2026-05-11,2026-05-12,sbom-scanning,security-hardening,n/a,none,unknown,fixed,high,"Bound PURL column length and add syntactic regex validation in scan_packages to prevent oversized/malformed PURLs"
1152,CLOSED,2026-05-11,2026-05-12,sbom-scanning,security-hardening,validation-input,wrong-result,no,fixed,high,"SPDX license expression not validated; hostile license string can green-light policy check"
1153,CLOSED,2026-05-11,2026-05-12,sbom-scanning,security-hardening,validation-input,wrong-result,no,fixed,high,"Trivy skips unparseable lockfile target silently; SBOM reports no packages as clean"
1154,CLOSED,2026-05-11,2026-05-12,sbom-scanning,enhancement,n/a,none,no,fixed,high,"Add composite FK to enforce scan_packages.artifact_id consistency with scan_results"
1155,CLOSED,2026-05-11,2026-05-12,sbom-scanning,enhancement,n/a,none,no,fixed,high,"Add backfill job for artifacts scanned before scan_packages inventory landed"
1156,CLOSED,2026-05-11,2026-05-12,sbom-scanning,security-hardening,n/a,none,no,fixed,high,"Add audit logging for SBOM POST/GET endpoints"
1157,CLOSED,2026-05-11,2026-05-12,sbom-scanning,enhancement,n/a,none,no,fixed,high,"Add inventory_status column and Prometheus counter on SBOM persistence failures"
1158,CLOSED,2026-05-11,2026-05-12,sbom-scanning,enhancement,n/a,none,no,fixed,high,"Use UNNEST batch insert for create_packages/create_findings instead of row-by-row"
1159,CLOSED,2026-05-11,2026-05-22,sbom-scanning,docs,n/a,none,no,fixed,med,"CHANGELOG entry for affected_component format change (drop (target) suffix)"
1160,CLOSED,2026-05-11,2026-05-12,sbom-scanning,enhancement,n/a,none,no,fixed,high,"Make GrypeScanner scan OCI images via registry mode instead of dir scan"
1168,CLOSED,2026-05-11,2026-05-13,format-generic,defect,db-schema-query,wrong-result,yes,fixed,high,"Large file upload fails: missing is_deleted column, chunk status constraint, wrong download path"
1169,CLOSED,2026-05-11,2026-05-12,webhooks,security-hardening,n/a,none,no,fixed,high,"Add per-event/per-recipient rate limiting on email dispatcher fan-out"
1170,CLOSED,2026-05-11,2026-05-12,webhooks,security-hardening,n/a,none,no,fixed,high,"Add audit logging for email subscription create/delete mutations"
1171,CLOSED,2026-05-11,2026-05-12,webhooks,refactor,n/a,none,no,fixed,high,"Convert email dispatcher to sqlx::query! for compile-time schema-drift checking"
1172,CLOSED,2026-05-11,2026-05-12,observability,enhancement,n/a,none,no,fixed,high,"Add tracing instrument span on email_dispatcher::dispatch_event"
1173,CLOSED,2026-05-11,2026-05-12,auth-rbac-sso,defect,inv-coordination,security,no,fixed,high,"Replica-scoped in-memory invalidation map limits token revocation to one pod under replicas>1"
1174,CLOSED,2026-05-11,2026-05-12,auth-rbac-sso,security-hardening,auth-logic,security,no,fixed,high,"refresh_tokens mints new pair without invalidating consumed refresh JWT; no replay detection"
1175,CLOSED,2026-05-11,2026-05-12,format-oci-docker,security-hardening,validation-input,none,no,fixed,high,"OCI /v2/token does not validate service query param against configured realm"
1179,CLOSED,2026-05-12,2026-05-12,storage-cas,defect,inv-lifecycle-gc,data-loss,no,fixed,high,"GC orphan scan doesn't protect multi-arch OCI index child manifests; can delete arch layers"
1180,CLOSED,2026-05-12,2026-05-12,storage-cas,defect,inv-lifecycle-gc,data-loss,no,fixed,high,"Storage GC TOCTOU race between orphan SELECT and per-key delete can drop newly-referenced blobs"
1183,CLOSED,2026-05-12,2026-05-12,proxy-remote,test,n/a,none,no,fixed,high,"Add per-handler behaviour-pin tests so streaming migration doesn't silently revert to buffered"
1184,CLOSED,2026-05-12,2026-05-12,proxy-remote,docs,n/a,none,no,fixed,med,"Document that HTTP/2 flow-control can buffer beyond 4MiB tee cap in OOM budget docstring"
1185,CLOSED,2026-05-12,2026-05-12,proxy-remote,enhancement,error-handling,cosmetic,no,fixed,high,"tee error path wraps upstream errors as AppError::Storage; misleading log category"
1191,CLOSED,2026-05-12,2026-05-12,auth-rbac-sso,defect,validation-input,wrong-result,yes,fixed,high,"OIDC PUT replaces attribute_mapping wholesale, dropping unmentioned keys; needs PATCH semantics"
1193,CLOSED,2026-05-12,2026-05-22,format-oci-docker,feature,n/a,none,no,fixed,high,"Server-side Docker tag aggregation summing layer sizes; mirrors maven group_by"
1194,CLOSED,2026-05-12,2026-05-12,format-oci-docker,feature,n/a,none,no,fixed,high,"Add server-side Docker per-tag rollup endpoint so frontend stops re-deriving"
1195,CLOSED,2026-05-12,2026-05-12,format-oci-docker,defect,auth-logic,degraded,yes,fixed,high,"OCI Basic auth tries password first, bumping failed_login_attempts on api-token use, locks accounts"
1196,CLOSED,2026-05-12,2026-05-13,sbom-scanning,chore,n/a,none,no,fixed,high,"Forward-port stuck-scan janitor follow-ups (migration, audit action, changelog) to main"
1210,CLOSED,2026-05-12,2026-05-13,format-generic,defect,db-schema-query,wrong-result,yes,fixed,high,"Upload session handler queries non-existent is_deleted column; uploads 500"
1213,OPEN,2026-05-13,"",proxy-remote,feature,n/a,none,no,open-active,high,"Request for minimum-age quarantine policy on pull-through cache; also docs for QUARANTINE_ENABLED"
1215,CLOSED,2026-05-13,2026-05-22,virtual-repo,enhancement,inv-streaming,degraded,yes,fixed,high,"resolve_virtual_download and try_remote_or_virtual_download still buffer upstream instead of streaming"
1224,CLOSED,2026-05-14,2026-05-22,config-deploy,test,n/a,none,no,fixed,high,"add AK_SSRF_ALLOW_PRIVATE_CIDRS env var to allow RFC1918 upstreams for in-cluster test fixtures"
1225,CLOSED,2026-05-14,2026-05-22,ci-cd-release,automated-report,n/a,none,no,fixed,high,"bot-filed nightly E2E test failure report"
1228,CLOSED,2026-05-14,2026-06-03,other,question,n/a,none,no,fixed,high,"user asking for 1.1.20 release date and a Discord community hub"
1229,CLOSED,2026-05-14,2026-05-22,virtual-repo,defect,design-gap-other,wrong-result,yes,fixed,high,"Docker virtual repo doesn't forward OCI manifest lookups to member remote repos, manifest unknown"
1230,CLOSED,2026-05-14,2026-05-21,virtual-repo,defect,design-gap-other,wrong-result,yes,fixed,high,"PyPI virtual simple index returns first non-empty member instead of unioning versions across members"
1232,CLOSED,2026-05-14,2026-05-22,format-cargo,defect,inv-cache-correctness,wrong-result,yes,fixed,high,"cargo remote cache: serving cached crate fails on subsequent downloads after local cache clear"
1233,CLOSED,2026-05-14,2026-05-22,virtual-repo,defect,concurrency-race,wrong-result,yes,fixed,high,"update_virtual_members loop not wrapped in transaction; concurrent PUTs interleave priorities"
1235,CLOSED,2026-05-15,2026-05-22,ci-cd-release,automated-report,n/a,none,no,fixed,high,"bot-filed nightly E2E test failure report"
1237,CLOSED,2026-05-15,2026-05-22,format-generic,defect,design-gap-other,wrong-result,yes,fixed,high,"generic repo custom upload path not reflected in download URL"
1238,CLOSED,2026-05-16,2026-05-22,ci-cd-release,automated-report,n/a,none,no,fixed,high,"bot-filed nightly E2E test failure report"
1239,OPEN,2026-05-16,"",config-deploy,feature,n/a,none,no,open-active,high,"feature request: all-in-one single Docker image for simplified self-host deployment"
1243,CLOSED,2026-05-17,2026-05-22,sbom-scanning,defect,config-error,degraded,yes,fixed,high,"npm package extraction fails during scan because tar binary missing; scans find 0 vulns (regression of #722)"
1246,OPEN,2026-05-17,"",auth-rbac-sso,feature,n/a,none,no,open-active,high,"feature request: kubelet credential provider for passwordless K8s image pulls via SA token exchange"
1247,CLOSED,2026-05-18,2026-05-18,auth-rbac-sso,defect,auth-logic,wrong-result,yes,fixed,high,"fresh non-admin JWT gets 401 not 403; iat<=password_changed_at same-second false invalidation"
1249,CLOSED,2026-05-18,2026-05-19,auth-rbac-sso,defect,auth-logic,degraded,yes,fixed,high,"non-admin can't change own password: admin_middleware over password_router returns 403"
1251,CLOSED,2026-05-18,2026-05-19,sbom-scanning,defect,config-error,degraded,yes,fixed,high,"Grype seeded DB ages out after 5d, auto-update refetch fails in egress-restricted runners, exit 1"
1253,CLOSED,2026-05-18,2026-05-19,search-indexing,defect,data-integrity,wrong-result,yes,fixed,high,"checksum search by SHA-1/MD5 empty; upload only computes/stores SHA-256, sha1/md5 columns NULL"
1255,CLOSED,2026-05-18,2026-05-19,format-oci-docker,defect,format-compat,wrong-result,yes,fixed,high,"proxy drops client Accept header on upstream OCI manifest fetch causing 404 from strict registries"
1257,CLOSED,2026-05-18,2026-05-22,auth-rbac-sso,defect,auth-logic,degraded,yes,fixed,high,"admin_middleware over /users nest blocks non-admins from self-managing own tokens/password"
1263,CLOSED,2026-05-19,2026-05-21,format-pypi,defect,performance-scaling,degraded,yes,fixed,high,"pypi proxy/virtual adds 7-15s latency per wheel, no caching speedup; npm proxy healthy"
1266,CLOSED,2026-05-19,2026-05-21,storage-cas,defect,performance-scaling,degraded,yes,fixed,high,"leading-wildcard LIKE in proxy_helpers suffix lookups bypasses index, 3-6s seq scan per request"
1272,CLOSED,2026-05-20,2026-05-22,format-incus,defect,api-routing,wrong-result,yes,fixed,high,"lxc format repos 404 on all routes; /lxc/* never registered in Axum router despite full plumbing"
1273,CLOSED,2026-05-20,2026-05-22,sbom-scanning,defect,data-integrity,wrong-result,yes,fixed,med,"npm SBOM omits subdependencies that Grype flags as vulnerable"
1274,OPEN,2026-05-20,"",sbom-scanning,defect,design-gap-other,degraded,yes,open-active,med,"scan-on-proxy enabled but no automatic scan runs when new packages pulled; only manual works"
1275,CLOSED,2026-05-20,2026-05-20,sbom-scanning,defect,error-handling,wrong-result,yes,fixed,med,"Dependency Track reports 0 CVEs despite Grype findings; scans not running on cadence"
1276,CLOSED,2026-05-20,2026-05-22,sbom-scanning,defect,data-integrity,wrong-result,yes,fixed,high,"DT project name set to UUID not artifact name, vulnerabilities don't map back to artifacts"
1277,CLOSED,2026-05-20,2026-05-22,database-migrations,defect,db-schema-query,outage-oom,yes,fixed,high,"upgrade 1.1.9->1.2.0-rc.1 fails with Migration VersionMismatch(73), backend won't start"
1278,CLOSED,2026-05-20,2026-05-20,proxy-remote,defect,path-normalization,wrong-result,yes,fixed,high,"filesystem backend proxy-cache write vs read use different storage paths, 500 after first fetch"
1279,CLOSED,2026-05-20,2026-05-20,virtual-repo,defect,validation-input,degraded,yes,fixed,high,"virtual repo create silently drops wrong-named members field, creates repo with zero members, later 404s"
1282,CLOSED,2026-05-20,2026-05-22,format-pypi,defect,inv-cache-correctness,degraded,yes,fixed,high,"uv wheel HEAD requests 500 on proxy cache miss; backend doesn't fall back to upstream lookup"
1286,CLOSED,2026-05-20,2026-05-22,format-swift-other,defect,format-compat,wrong-result,yes,fixed,high,"CocoaPods served podspec.json strips fields (vendored_frameworks, xcconfig, etc) needed for linking"
1287,CLOSED,2026-05-20,2026-05-22,virtual-repo,defect,path-normalization,wrong-result,yes,fixed,high,"Maven virtual resolution matches local member by artifactId only, ignoring groupId; 404s remote artifact"
1298,CLOSED,2026-05-21,2026-05-21,format-incus,defect,config-error,degraded,yes,fixed,high,"Incus uploads use fs directly with relative storage_path; fail read-only fs on GCS/S3 backends"
1299,CLOSED,2026-05-21,2026-05-22,migration-import,defect,error-handling,data-loss,yes,fixed,high,"JFrog 7.38.10 migration misclassifies real layers as cache-only and aborts on unavailable URLs"
1300,CLOSED,2026-05-21,2026-05-21,proxy-remote,defect,inv-streaming,outage-oom,yes,fixed,high,"Generic remote download buffers full body (OOM/504) and reqwest total timeout truncates streams at 60s"
1301,CLOSED,2026-05-21,2026-05-21,format-nuget,defect,format-compat,degraded,yes,fixed,high,"dotnet nuget push 404s on trailing slash; pushed packages absent from Packages UI"
1302,CLOSED,2026-05-21,2026-05-21,docs,defect,design-gap-other,cosmetic,yes,fixed,high,"Setup banner/SETUP_REQUIRED only show docker exec recipe; no kubectl equivalent for k8s ops"
1303,CLOSED,2026-05-21,2026-05-21,sbom-scanning,defect,upstream-dependency,degraded,yes,fixed,high,"dtrack-init POSTs API-key endpoint that DT 4.11 exposes only on PUT; key never written"
1304,CLOSED,2026-05-21,2026-05-21,database-migrations,defect,config-error,outage-oom,yes,fixed,high,"Migrator inherits short statement_timeout; long schema migrations killed, pod fails to boot"
1305,CLOSED,2026-05-21,2026-05-21,migration-import,defect,db-schema-query,degraded,yes,fixed,high,"Migration queries reference nonexistent columns (repository_type/display_name/metadata); jobs fail"
1306,CLOSED,2026-05-21,2026-05-22,auth-rbac-sso,defect,auth-logic,security,yes,fixed,high,"Non-admin users can mint tokens with admin/*/delete scopes; privilege escalation"
1307,CLOSED,2026-05-21,2026-05-22,format-debian-rpm,defect,format-compat,wrong-result,yes,fixed,high,"Debian signing emits raw RSA in PGP armor, not real OpenPGP packets; apt rejects Malformed CTB"
1308,CLOSED,2026-05-21,2026-05-22,config-deploy,defect,config-error,degraded,yes,fixed,high,"docker-compose stacks broken: dtrack-init healthcheck flaps, removed NVD feeds, dev-compose issues"
1309,CLOSED,2026-05-21,2026-05-21,ci-cd-release,infra,n/a,none,no,fixed,high,"Add GitHub Actions workflow enforcing PR-issue link across all repos"
1311,CLOSED,2026-05-21,2026-05-22,sbom-scanning,defect,data-integrity,wrong-result,yes,fixed,high,"Grype scanner writes affected_component as 'name (artifact_type)' breaking cross-source dedupe"
1313,OPEN,2026-05-21,"",auth-rbac-sso,refactor,n/a,none,no,open-active,high,"Consolidate self-service namespace under /profile or /users/me to drop runtime self checks"
1314,OPEN,2026-05-21,"",auth-rbac-sso,refactor,n/a,none,no,open-active,high,"Extract require_admin/require_self_or_admin helpers to remove duplicated auth guards"
1315,OPEN,2026-05-21,"",auth-rbac-sso,test,n/a,none,no,open-active,high,"Add router-level test pinning token-mint endpoint count and asserting admin-scope rejection"
1316,OPEN,2026-05-21,"",ci-cd-release,security-hardening,n/a,none,no,open-active,high,"Add release-gate grep check banning legacy any(|s| s==admin) scope checks in handlers"
1317,CLOSED,2026-05-21,2026-05-30,format-oci-docker,defect,auth-logic,security,yes,fixed,high,"Chunked-upload session not validated against URL repo_key; cross-repo write/audit bypass"
1319,OPEN,2026-05-22,"",format-incus,refactor,n/a,none,no,open-active,high,"Collapse RepositoryFormat::Lxc into Incus; breaking enum+DB migration cleanup"
1320,CLOSED,2026-05-22,2026-05-30,format-incus,defect,path-normalization,degraded,yes,fixed,high,"Incus URL builders hardcode /incus/ prefix; /lxc requests get cross-prefix URLs"
1326,OPEN,2026-05-22,"",format-debian-rpm,feature,n/a,none,no,open-active,high,"Add Ed25519 OpenPGP key support to signing service and admin UI"
1327,OPEN,2026-05-22,"",format-debian-rpm,enhancement,n/a,none,no,open-active,high,"Add signature expiration subpacket and cap signed-Release cache TTL below expiry"
1328,CLOSED,2026-05-22,2026-05-30,format-debian-rpm,security-hardening,n/a,none,no,fixed,high,"Zeroize decrypted OpenPGP secret key buffers in SigningService to avoid lingering cleartext"
1329,OPEN,2026-05-22,"",format-debian-rpm,feature,n/a,none,no,open-active,high,"Add cross-signature and client keyring rollover during signing-key rotation overlap window"
1331,OPEN,2026-05-22,"",format-debian-rpm,enhancement,n/a,none,no,open-active,high,"Migrate legacy PEM RSA signing keys to OpenPGP via startup scan/auto-rotate"
1332,CLOSED,2026-05-22,2026-05-22,api-routing,defect,validation-input,degraded,yes,fixed,high,"Web UI sends 'recipient' but SMTP test endpoint expects 'to'; returns 422"
1337,CLOSED,2026-05-22,2026-05-22,ci-cd-release,chore,build-ci,none,no,fixed,high,"cargo fmt nit merged in #1336 turned main red, blocking v1.2.0-rc.2 tagging"
1340,CLOSED,2026-05-22,2026-05-29,proxy-remote,enhancement,n/a,none,unknown,fixed,med,"Proposal to add pg advisory locks to serialize concurrent cache-miss refetch/write-back on downloads"
1341,CLOSED,2026-05-22,2026-05-29,format-composer,defect,inv-lifecycle-gc,degraded,yes,fixed,high,"Composer remote packages cached to S3 but not indexed/shown in Web UI."
1343,CLOSED,2026-05-22,2026-05-29,format-nuget,enhancement,n/a,none,no,fixed,med,"Replicate PyPi proxy_helpers centralization fix (#1283) for NuGet for 1.2."
1349,CLOSED,2026-05-22,2026-05-27,format-oci-docker,defect,format-compat,wrong-result,yes,fixed,high,"OCI blob upload Range over-reports by one byte; reports 0-N instead of inclusive 0-(N-1)."
1350,CLOSED,2026-05-22,2026-05-26,config-deploy,defect,validation-input,outage-oom,yes,fixed,high,"Backend refuses to start when AK_WEBHOOK_SECRET_KEY is set but not valid base64."
1351,CLOSED,2026-05-22,2026-05-22,plugins-wasm,security-hardening,upstream-dependency,security,yes,fixed,high,"RUSTSEC-2026-0149: wasmtime-wasi path_open(TRUNCATE) bypasses FilePerms::WRITE; upgrade dep."
1353,CLOSED,2026-05-22,2026-05-22,ci-cd-release,defect,test-infra,none,no,fixed,high,"Smoke E2E test-proxy-virtual fails after #1281: test setup uses old virtual-repo create shape lacking members."
1356,CLOSED,2026-05-23,2026-05-30,ci-cd-release,automated-report,n/a,none,no,fixed,high,"Bot-filed nightly E2E test failure tracker."
1357,CLOSED,2026-05-23,2026-05-30,proxy-remote,defect,inv-lifecycle-gc,degraded,yes,fixed,high,"Proxy Docker blobs cached to disk but never indexed in DB; artifacts API returns empty list."
1358,CLOSED,2026-05-23,2026-05-27,plugins-wasm,defect,design-gap-other,degraded,yes,fixed,high,"WASM plugin formats rejected at repo create; parse_format static enum doesn't consult format_handlers table."
